longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,bedrooms_per_rooms,bedrooms_per_household,median_house_value
0.7696380663899933,-0.8965758910955611,-0.9570127158522952,1.1136183870270961,0.2440986575671181,0.6273006212736667,0.32752307037070033,2.13627368801951,-1.6115110068053606,-0.15503056054628256,382100.0
0.9057765054826025,-0.9663783172769802,-2.0928514579223414,2.1181848838505246,2.0919872253828915,1.4834700872984132,1.974466937717677,0.5449214788920441,-0.3319234595852209,0.06845645979730121,278200.0
-1.3480709861617364,0.8764057339124997,0.7904315027170068,-0.1944343576040382,-0.15954366848354956,0.40580404299860784,-0.13423689243686315,-0.8421923270795475,0.005485712855933524,-0.10291532034828174,157300.0
0.7545115731574804,-0.8360804550716661,-0.782268293995365,-1.0296969535733167,-1.057822833393995,-0.8396882548403768,-1.0551914849252815,0.18355686237175067,0.5873862118907356,-0.2914299537003469,162500.0
0.6032466408323512,-0.7011290977875848,0.7030592917885417,-0.21244541088639463,1.0513833096684535,1.6768536383308685,1.0329896802155891,-1.054132995596423,4.453420114835194,-0.00509774450492762,158300.0
0.7898067240333391,-0.9198433664893697,0.7030592917885417,-0.3821995880726038,-0.4955234080864174,-0.6352298748941686,-0.49594886330278787,1.8582860940320516,-0.5516770236640977,-0.07751367788239123,458500.0
-1.4287456167351338,1.2812598057647366,-0.6075238721384348,0.37111271546195307,0.003779816045622332,0.17067690606046845,0.08125109020666649,1.2084716397422735,-1.0490349511492256,-0.17359553813665826,185200.0
0.809975381676692,-0.8826154058592767,-0.25803502842457443,-0.9617052274324213,-1.071821989210781,-1.0424428149537,-1.1167594799662899,1.0503184576630546,-0.9069437241002519,0.19599332269265393,240500.0
0.6637526137624029,-0.6871686125513037,0.2661982371462162,0.31798010827900164,0.4027557568240279,0.4407323495727517,0.5532723855210647,0.05922946233626062,-0.008602798706407915,-0.21954781766137577,232000.0
1.1881377124895007,-1.222320546608855,-1.4812459814230858,0.36751050480548175,-0.18287559484485982,0.19367847380441688,-0.06753823114243732,1.7847294598344927,-1.4676334912562723,-0.2663583084404977,249500.0
0.8402283681417179,-0.8640014255442318,-0.17066281749610931,0.022598834448356524,0.3094280513787869,0.07355917558601958,0.31213107161044823,-0.38076244641091705,0.6720606798257086,-0.04036881564602411,137800.0
-0.23879481577749637,0.1830349671770653,-0.17066281749610931,-0.7307134690862003,-0.6471809294349342,0.027556040098122757,-0.5729088571040485,-1.021462553356844,0.8180834114712433,-0.3234883476567344,47700.0
0.5276141746697938,-0.6545941469999743,-1.3938737704946207,0.09959608723043017,0.9417232557702951,0.5906684948666377,0.6635817099695382,-0.5122144419053328,2.1351670331900157,0.3000282761606405,178100.0
0.8452705325525507,-0.8965758910955611,-1.568618192351551,0.2743033040692874,-0.04055084404086718,-0.02185473505554421,0.0017257632786972152,2.4192035689469438,-0.96549180973691,-0.12182764753077857,296600.0
1.1881377124895007,-1.3246974383416033,0.8778037136454719,0.6628917786361269,1.1283786666607774,0.3947292140848549,1.1766483353112756,-0.6393018203618481,0.6519273494144611,-0.06701088563021884,174100.0
0.7040899290491016,-0.7662780288902437,0.4409426590031464,-0.7145035211320796,-0.7965052581473199,-0.6267107757297433,-0.7473515097202391,-0.08390430228900647,-0.43590043292268005,-0.321584932540404,170800.0
